price,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities_Kitchen,amenities_Wifi,amenities_Smoke alarm,amenities_Essentials,amenities_Hot water,amenities_Hair dryer,amenities_Dishes and silverware,amenities_Hangers,amenities_Cooking basics,amenities_Bed linens,amenities_Iron,amenities_Refrigerator,amenities_Heating,amenities_Microwave,amenities_TV
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,2.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
$35.00,Sardine,Private room in home,Private room,2,1.5,1.0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
,Chartrons - Grand Parc - Jardin Public,Private room in townhouse,Private room,4,,,,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
$90.00,Arlac,Entire townhouse,Entire home/apt,4,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,8,,4.0,,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
,Palmer-Gravires-Cavailles,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
,Brivazac-Candau,Entire home,Entire home/apt,6,,4.0,,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
,Bordeaux Sud,Private room in rental unit,Private room,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
$74.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Private room in rental unit,Private room,2,,,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
,Le Monteil,Entire home,Entire home/apt,6,,4.0,,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,,,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1
,Bordeaux Sud,Private room in townhouse,Private room,2,,,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
$990.00,Saint-Mdard-en-Jalles,Entire villa,Entire home/apt,14,4.5,5.0,9.0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,5,,2.0,,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
$38.00,La Bastide,Private room in rental unit,Private room,2,1.0,1.0,1.0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
$98.00,Nos,Entire home,Entire home/apt,6,2.0,3.0,3.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
,Brivazac-Candau,Entire home,Entire home/apt,6,,3.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Caudran,Entire condo,Entire home/apt,5,,2.0,,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0
,Villenave-d'Ornon,Entire condo,Entire home/apt,4,,2.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
$45.00,France Alouette,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Le Bouscat,Entire condo,Entire home/apt,3,,2.0,,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1
$85.00,Bruges,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
$98.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
$120.00,Eysines,Entire home,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$115.00,Bordeaux Sud,Entire condo,Entire home/apt,4,1.0,2.0,3.0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1
$29.00,Les Eyquems,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
,Palmer-Gravires-Cavailles,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1
,Le Bouscat,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
$81.00,Chartrons - Grand Parc - Jardin Public,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,,,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,,1.0,,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
$330.00,Centre ville (Bordeaux),Entire townhouse,Entire home/apt,6,3.0,4.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Caudran,Entire rental unit,Entire home/apt,6,,3.0,,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1
$168.00,La Bastide,Entire townhouse,Entire home/apt,2,1.5,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Floirac,Entire rental unit,Entire home/apt,3,,2.0,,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
,Bordeaux Maritime,Entire rental unit,Entire home/apt,6,,2.0,,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,5,,3.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
,Arago-La Chataigneraie,Entire home,Entire home/apt,8,,4.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,3,,,,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,3,,2.0,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
,Villenave-d'Ornon,Entire rental unit,Entire home/apt,3,,2.0,,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1
,Centre ville (Bordeaux),Private room in rental unit,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1
,Palmer-Gravires-Cavailles,Private room in condo,Private room,3,,1.0,,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0
$350.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,8,2.0,4.0,4.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0
$85.00,Caudran,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Saint Augustin - Tauzin - Alphonse Dupeux,Entire condo,Entire home/apt,4,,,,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
$310.00,Chartrons - Grand Parc - Jardin Public,Private room in condo,Private room,6,2.0,3.0,3.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
,La Bastide,Private room in rental unit,Private room,2,,,,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0
,Lormont,Entire home,Entire home/apt,5,,3.0,,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0
,Ambars-et-Lagrave,Private room in home,Private room,2,,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
,Bordeaux Maritime,Private room in rental unit,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
,Talence,Entire home,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
,Bordeaux Sud,Entire home,Entire home/apt,5,,3.0,,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1
,Beutre,Entire home,Entire home/apt,6,,4.0,,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1
,Centre ville (Merignac),Entire home,Entire home/apt,4,,3.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
,Bgles,Entire home,Entire home/apt,6,,4.0,,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,2.0,,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0
,Le Bouscat,Entire home,Entire home/apt,6,,4.0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
,Gradignan,Entire home,Entire home/apt,8,,5.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$72.00,Caudran,Private room in rental unit,Private room,4,1.0,1.0,2.0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
$100.00,Bordeaux Maritime,Entire loft,Entire home/apt,5,2.0,3.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
,Brivazac-Candau,Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
,Parempuyre,Entire home,Entire home/apt,5,,3.0,,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,,3.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
$60.00,Bgles,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
$416.00,Plaisance-Loret-Maregue,Entire townhouse,Entire home/apt,10,2.0,5.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$90.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
,Villenave-d'Ornon,Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
,Blanquefort,Entire rental unit,Entire home/apt,3,,,,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
$300.00,Magonty,Entire villa,Entire home/apt,9,4.5,5.0,6.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$35.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,3,,2.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$45.00,Centre ville (Bordeaux),Private room in home,Private room,2,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0
,Caudran,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1
,Centre ville (Merignac),Entire home,Entire home/apt,5,,3.0,,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
,Caudran,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1
,Capeyron,Entire rental unit,Entire home/apt,9,,4.0,,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
$200.00,Villenave-d'Ornon,Entire home,Entire home/apt,4,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$250.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,2.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$140.00,Nansouty - Saint Gens,Entire townhouse,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,3,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$230.00,La Bastide,Entire townhouse,Entire home/apt,7,2.0,3.0,4.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
$89.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
$51.00,Bordeaux Sud,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
$99.00,La Glacire,Entire home,Entire home/apt,6,1.5,2.0,3.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,autre,Private room,2,,1.0,,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1
,Bordeaux Sud,Private room in rental unit,Private room,1,,1.0,,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
$240.00,Talence,Entire townhouse,Entire home/apt,6,1.0,3.0,3.0,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0
,Bassens,autre,Private room,4,,,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
,Caudran,Private room in townhouse,Private room,2,,,,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1
$292.00,Le Taillan-Mdoc,Entire home,Entire home/apt,10,3.0,4.0,6.0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
$95.00,Centre ville (Bordeaux),Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Le Monteil,Private room in home,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
,Talence,Entire home,Entire home/apt,6,,4.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$161.00,Toctoucau,Private room in villa,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
$250.00,Bouliac,Entire home,Entire home/apt,8,2.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
$20.00,Arago-La Chataigneraie,Private room in rental unit,Private room,1,1.0,2.0,3.0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
$50.00,Saint-Aubin-de-Mdoc,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$80.00,Sardine,Private room in home,Private room,4,1.0,2.0,2.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
$110.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
$100.00,Bgles,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
$156.00,Bordeaux Sud,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$25.00,Villenave-d'Ornon,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1
,Bordeaux Sud,Private room in rental unit,Private room,3,,,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
$138.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,La Bastide,Entire rental unit,Entire home/apt,2,,1.0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1
,Bordeaux Sud,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
,Le Vallon-Les Echoppes,Entire rental unit,Entire home/apt,4,,1.0,,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
,Bordeaux Sud,Private room in rental unit,Private room,2,,,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
$76.00,Brivazac-Candau,Entire home,Entire home/apt,2,1.0,1.0,2.0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
$70.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0
$125.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$63.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0
$97.00,Nansouty - Saint Gens,Entire condo,Entire home/apt,4,1.0,2.0,2.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0
,Bordeaux Sud,Entire rental unit,Entire home/apt,5,,2.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
$271.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,6,2.5,3.0,3.0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
$320.00,Bordeaux Sud,Entire home,Entire home/apt,9,3.0,4.0,5.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Bordeaux Sud,Entire home,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
$59.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Chartrons - Grand Parc - Jardin Public,Private room in home,Private room,2,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
$38.00,Arago-La Chataigneraie,Private room in home,Private room,1,1.0,1.0,1.0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1
$49.00,Le Bouscat,Entire home,Entire home/apt,1,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$260.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,8,2.5,3.0,6.0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0
$425.00,Talence,Entire townhouse,Entire home/apt,6,2.0,5.0,5.0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0
,La Bastide,Private room in guest suite,Private room,2,,,,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0
$18.00,Bgles,Private room in home,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
$160.00,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1
$52.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
,Arago-La Chataigneraie,Private room in condo,Private room,2,,,,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
,Saint-Louis-de-Montferrand,Private room in home,Private room,2,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Capeyron,Entire rental unit,Entire home/apt,2,,1.0,,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1
,La Glacire,Entire home,Entire home/apt,4,,3.0,,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0
$126.00,Blanquefort,Private room in home,Private room,6,2.0,1.0,3.0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0
$40.00,Gradignan,Entire condo,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
$96.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
$32.00,Eysines,Private room in home,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$95.00,Le Bouscat,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
$47.00,Verthamon,Entire townhouse,Entire home/apt,4,1.0,2.0,4.0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
$149.00,Bassens,Entire townhouse,Entire home/apt,6,1.0,4.0,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
$116.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Le Bouscat,Entire townhouse,Entire home/apt,3,,1.0,,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
,Bordeaux Sud,Shared room in rental unit,Shared room,2,,,,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1
$28.00,Bgles,Private room in home,Private room,1,0.5,1.0,1.0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0
$59.00,Saint-Mdard-en-Jalles,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
$47.00,Beaudsert,Private room in home,Private room,1,1.0,1.0,2.0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
,Le Vallon-Les Echoppes,Private room in home,Private room,2,,,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
$144.00,Chartrons - Grand Parc - Jardin Public,Private room in rental unit,Private room,4,1.0,2.0,2.0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0
$77.00,Bordeaux Sud,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Talence,Entire home,Entire home/apt,2,1.0,1.0,1.0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1
,Chartrons - Grand Parc - Jardin Public,Entire home,Entire home/apt,5,,2.0,,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1
,Bordeaux Sud,Entire loft,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
$168.00,Le Haillan,Entire home,Entire home/apt,6,1.0,3.0,3.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$109.00,Centre ville (Bordeaux),Entire home,Entire home/apt,4,1.0,2.0,2.0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1
$130.00,Bordeaux Maritime,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0
$37.00,Gradignan,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1
$300.00,3M-Bourgailh,Entire home,Entire home/apt,8,2.0,4.0,5.0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
$55.00,Chartrons - Grand Parc - Jardin Public,autre,Private room,1,1.0,1.0,1.0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1
,Palmer-Gravires-Cavailles,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1
,Cap de Bos,Private room in home,Private room,2,,,,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0
$55.00,Blanquefort,Private room in bed and breakfast,Private room,2,1.0,1.0,1.0,0,0,1,1,1,1,0,1,0,1,1,0,1,1,1
$75.00,Talence,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,4,,1.0,,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1
$120.00,Nansouty - Saint Gens,Entire rental unit,Entire home/apt,4,1.0,2.0,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$300.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,8,2.5,5.0,5.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
$32.00,Caudran,Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$50.00,Lormont,Private room in rental unit,Private room,2,1.5,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1
$217.00,Saint-Mdard-en-Jalles,Entire home,Entire home/apt,8,2.0,4.0,5.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
,Villenave-d'Ornon,Entire home,Entire home/apt,4,,2.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$230.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,6,2.0,3.0,3.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
,Centre ville (Bordeaux),Entire townhouse,Entire home/apt,7,,3.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
$56.00,Saint Augustin - Tauzin - Alphonse Dupeux,Entire rental unit,Entire home/apt,1,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
,Le Bouscat,Entire townhouse,Entire home/apt,4,,2.0,,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
$50.00,Centre ville (Bordeaux),Private room in rental unit,Private room,2,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
,Chartrons - Grand Parc - Jardin Public,Entire loft,Entire home/apt,4,,2.0,,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
$61.00,Saint-Mdard-en-Jalles,Tiny home,Entire home/apt,3,1.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Chartrons - Grand Parc - Jardin Public,Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1
$240.00,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,0.5,2.0,3.0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1
,Nansouty - Saint Gens,Private room in rental unit,Private room,2,,,,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1
$153.00,Bordeaux Sud,Entire townhouse,Entire home/apt,6,2.0,3.0,4.0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1
,Centre ville (Bordeaux),Private room in rental unit,Private room,2,,,,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,2,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
,Centre ville (Bordeaux),Entire rental unit,Entire home/apt,4,,1.0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
